I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-9,-5,5,7,-7,0,6,26,23,24,18,0
-8,-6,2,6,-5,-2,2,16,13,14,9,-5
-8,-7,1,7,-5,-4,-2,11,8,10,6,-7
-9,-3,7,5,-8,2,2,9,10,5,0,4
-5,0,5,2,-5,2,1,5,6,0,-4,5
-5,1,6,1,-5,3,7,14,15,8,4,11
-2,6,8,-2,-5,6,12,15,18,9,4,16
-3,6,8,-2,-6,7,13,20,21,17,10,14
-1,9,10,-4,-6,9,17,26,28,23,15,17
7,12,5,-10,1,8,9,23,24,21,15,8
5,7,2,-7,1,4,5,24,22,25,19,2
3,1,-2,-2,2,-1,-3,12,10,15,11,-6
-2,-5,-3,3,1,-5,-8,5,2,8,5,-11
-8,-5,3,6,-6,-2,-4,1,2,-2,-3,-1
-7,-5,2,5,-4,-2,-5,-5,-2,-8,-9,-1
-7,-5,2,5,-5,-2,0,4,5,1,-1,2
-5,-2,2,3,-4,0,4,5,7,1,0,6
-5,-4,1,4,-3,-2,4,11,10,9,7,4
-10,-5,5,7,-7,-1,8,15,14,13,11,8
-12,-8,3,10,-7,-3,2,8,8,9,9,1
-13,-10,3,11,-8,-4,1,10,7,12,12,-1
-6,-5,1,5,-4,-3,-4,1,-2,2,3,-5
-1,-2,-1,1,0,-2,-7,-3,-6,-1,0,-8
3,6,3,-5,0,4,-2,-4,-3,-6,-5,1
8,9,1,-9,3,5,-3,-8,-6,-10,-9,0
5,8,3,-7,1,5,3,1,3,2,1,5
1,7,6,-4,-2,6,5,2,4,2,0,8
-9,-1,8,4,-8,3,3,7,6,8,5,5
-19,-7,12,12,-16,2,5,10,8,11,7,7
-25,-14,10,19,-18,-2,-2,3,-1,5,4,-2
-24,-16,7,19,-15,-5,-6,3,-3,7,6,-7
-10,-10,-1,10,-5,-6,-15,-9,-14,-4,-3,-12
-3,-9,-6,6,1,-8,-22,-17,-23,-12,-8,-16
-2,-5,-3,3,0,-4,-20,-23,-28,-22,-15,-7
3,0,-4,-2,4,-3,-26,-36,-42,-34,-22,-8
4,3,-1,-4,2,1,-26,-38,-48,-32,-17,-4
5,7,2,-7,1,4,-29,-54,-65,-48,-26,-1
1,5,4,-4,-2,4,-35,-70,-85,-62,-30,-4
4,11,6,-8,-1,8,-39,-84,-100,-78,-38,-1
17,18,1,-18,8,9,-52,-106,-123,-100,-51,-10
19,15,-4,-17,11,5,-65,-120,-143,-115,-58,-21
20,8,-12,-14,16,-2,-84,-146,-175,-143,-76,-38
15,-3,-18,-6,16,-11,-102,-175,-211,-174,-99,-60
6,-12,-18,2,12,-15,-114,-208,-246,-213,-132,-73
0,-17,-17,8,9,-18,-123,-246,-290,-258,-169,-99
-12,-21,-9,16,-2,-15,-121,-274,-325,-293,-200,-122
-27,-23,4,25,-16,-10,-106,-313,-367,-338,-246,-157
-50,-30,20,39,-35,-6,-83,-349,-410,-376,-289,-205
-78,-39,39,58,-59,-1,-35,-379,-442,-417,-345,-256
-107,-54,53,80,-80,-1,21,-413,-479,-464,-412,-324
-134,-79,55,106,-95,-13,98,-418,-498,-495,-475,-398
-152,-108,44,130,-98,-33,185,-418,-516,-531,-551,-484
-178,-156,22,167,-100,-68,281,-402,-524,-557,-628,-576
-208,-213,-5,210,-102,-109,391,-374,-519,-582,-713,-661
-244,-287,-43,265,-101,-165,499,-324,-495,-594,-796,-747
-291,-374,-83,332,-104,-229,618,-240,-441,-584,-866,-820
-322,-440,-118,381,-102,-279,720,-139,-355,-543,-912,-850
-349,-497,-149,423,-100,-323,809,-14,-239,-464,-927,-852
-367,-521,-154,444,-107,-338,880,130,-80,-340,-880,-806
-377,-523,-146,449,-115,-335,924,279,101,-183,-787,-737
-369,-507,-139,438,-115,-324,953,459,313,20,-637,-653
-339,-472,-133,405,-103,-303,963,646,536,245,-455,-560
-303,-430,-127,366,-88,-279,951,810,723,459,-267,-466
-260,-376,-116,317,-72,-246,930,956,887,662,-79,-360
-210,-308,-98,259,-56,-203,889,1050,995,815,84,-273
-162,-232,-70,197,-46,-151,845,1119,1075,942,238,-188
-120,-161,-42,140,-39,-102,786,1137,1103,1012,348,-119
-87,-103,-15,95,-36,-60,716,1125,1094,1047,434,-68
-59,-47,12,53,-35,-18,647,1086,1058,1042,488,-23
-32,3,34,14,-33,18,567,1016,988,998,511,4
-11,44,56,-17,-34,50,498,941,912,943,517,27
11,86,75,-49,-32,80,430,845,821,861,496,45
25,119,94,-72,-35,106,372,758,738,784,473,64
35,153,118,-95,-41,135,329,677,668,707,445,96
43,177,134,-110,-46,155,284,601,601,640,422,114
42,191,149,-117,-54,170,252,545,553,594,414,134
46,200,155,-123,-55,177,218,487,502,541,396,144
46,198,152,-122,-53,174,185,436,454,497,382,141
46,190,145,-119,-49,167,157,388,404,449,360,137
49,176,127,-113,-39,151,121,332,340,392,328,115
47,159,112,-104,-32,135,92,280,280,337,293,96
51,146,95,-99,-22,120,58,216,212,267,242,74
49,133,85,-91,-18,109,29,160,155,208,200,59
45,127,82,-87,-19,104,9,110,112,152,159,60
41,119,78,-81,-18,98,-12,68,77,110,128,56
31,109,78,-71,-23,93,-22,48,64,90,115,61
28,101,73,-65,-22,87,-32,30,52,72,102,62
23,88,65,-56,-21,76,-38,26,47,68,102,56
19,76,57,-48,-19,66,-40,21,39,61,96,54
18,61,43,-40,-12,51,-50,7,17,47,84,38
13,46,33,-30,-10,39,-54,-4,0,35,74,27
14,37,23,-26,-4,29,-62,-29,-28,8,49,14
13,31,18,-23,-2,24,-67,-49,-48,-14,31,7
15,36,21,-26,-3,28,-64,-67,-59,-37,11,15
21,42,21,-32,0,31,-66,-79,-66,-50,1,19
25,50,25,-38,0,37,-61,-72,-54,-41,8,31
30,55,25,-43,2,40,-61,-70,-50,-39,12,36
28,51,23,-40,2,37,-64,-58,-43,-25,27,32
19,41,22,-30,-1,31,-63,-54,-42,-22,30,32
8,21,14,-15,-3,17,-71,-61,-55,-30,24,18
1,10,9,-6,-4,9,-73,-63,-64,-33,20,12
5,8,3,-7,1,5,-81,-79,-83,-51,4,4
5,5,1,-5,2,2,-85,-90,-97,-64,-8,-1
4,8,4,-6,0,6,-83,-104,-105,-81,-24,7
5,10,4,-8,1,6,-86,-113,-111,-91,-32,8
4,11,8,-8,-2,9,-81,-106,-100,-84,-24,18
5,14,8,-10,-2,11,-79,-104,-95,-83,-23,24
3,10,7,-7,-2,8,-77,-92,-86,-70,-13,27
2,8,6,-5,-2,6,-73,-85,-80,-64,-9,31
2,1,-1,-2,2,-1,-79,-88,-87,-65,-9,22
2,-2,-4,0,3,-4,-78,-87,-89,-62,-7,18
10,1,-9,-6,9,-5,-81,-99,-102,-75,-18,11
16,5,-12,-11,14,-4,-84,-104,-110,-79,-21,6
25,16,-9,-21,17,3,-82,-109,-113,-86,-27,14
24,15,-9,-20,17,3,-87,-116,-120,-93,-33,12
11,6,-4,-9,7,1,-84,-112,-113,-88,-30,19
5,2,-4,-4,4,-1,-84,-115,-111,-91,-34,23
-1,-6,-5,3,2,-6,-83,-109,-104,-82,-29,25
-4,-8,-5,6,0,-7,-79,-104,-99,-77,-25,31
-2,-12,-10,7,4,-11,-83,-105,-105,-75,-22,25
-3,-15,-12,8,4,-14,-84,-102,-106,-71,-18,23
3,-14,-17,5,9,-16,-90,-113,-120,-82,-29,15
7,-13,-20,3,14,-17,-94,-120,-128,-87,-32,10
15,-5,-20,-5,17,-13,-91,-128,-132,-98,-41,16
19,-2,-21,-9,20,-12,-95,-135,-138,-105,-46,15
15,-1,-16,-7,16,-9,-90,-130,-131,-98,-40,23
14,0,-14,-8,14,-8,-89,-131,-130,-100,-42,27
8,-5,-13,-2,11,-9,-86,-123,-125,-93,-35,29
8,-3,-11,-3,9,-8,-82,-119,-121,-89,-32,34
11,-3,-15,-5,13,-9,-87,-122,-128,-88,-29,25
10,-7,-17,-2,13,-12,-88,-121,-129,-85,-25,20
12,-11,-23,-1,17,-17,-97,-133,-143,-98,-34,10
8,-17,-25,4,17,-22,-101,-141,-152,-105,-39,3
4,-18,-23,7,13,-21,-99,-153,-161,-120,-53,8
4,-20,-23,8,13,-22,-102,-161,-168,-129,-59,5
1,-19,-20,9,10,-20,-97,-154,-159,-124,-53,13
5,-15,-19,5,12,-17,-95,-153,-157,-126,-54,16
6,-13,-20,3,13,-17,-93,-143,-149,-117,-45,16
7,-12,-18,2,13,-15,-89,-138,-144,-112,-40,19
8,-15,-23,3,15,-19,-94,-139,-149,-111,-37,10
4,-20,-24,7,14,-22,-95,-138,-148,-108,-34,7
6,-23,-29,8,17,-26,-103,-152,-160,-121,-46,-1
4,-27,-31,11,17,-29,-107,-158,-167,-128,-51,-6
4,-24,-28,9,16,-26,-104,-168,-172,-141,-62,-2
6,-23,-29,8,17,-26,-105,-176,-178,-150,-68,-3
4,-20,-24,8,13,-22,-97,-171,-171,-146,-64,8
8,-15,-24,3,16,-20,-95,-172,-170,-149,-66,12
11,-15,-25,2,18,-20,-94,-163,-162,-140,-57,13
11,-16,-26,2,18,-21,-91,-160,-159,-137,-54,16
10,-23,-33,6,22,-29,-97,-162,-166,-138,-52,6
6,-30,-36,12,21,-34,-97,-161,-167,-136,-49,1
8,-34,-43,13,25,-39,-104,-174,-181,-149,-59,-10
8,-39,-47,15,27,-44,-108,-179,-188,-155,-64,-18
10,-37,-48,13,29,-43,-107,-188,-193,-168,-75,-14
10,-40,-50,15,30,-46,-111,-196,-201,-177,-83,-17
1,-44,-46,21,23,-45,-106,-194,-195,-174,-83,-9
2,-44,-45,21,23,-45,-104,-198,-197,-178,-87,-5
1,-45,-46,22,23,-46,-100,-191,-192,-171,-80,-3
7,-40,-47,16,27,-44,-96,-186,-187,-166,-76,0
19,-36,-55,8,37,-46,-101,-184,-189,-161,-69,-9
17,-40,-57,12,37,-49,-101,-183,-190,-158,-66,-12
11,-49,-60,19,36,-55,-107,-197,-204,-171,-78,-21
10,-52,-63,21,36,-58,-110,-202,-211,-174,-81,-25
17,-46,-63,14,40,-55,-107,-210,-216,-182,-90,-20
16,-48,-64,16,40,-57,-110,-216,-224,-188,-94,-23
4,-55,-59,25,32,-58,-105,-212,-219,-184,-91,-18
1,-59,-60,28,30,-60,-103,-216,-221,-189,-94,-17
-2,-64,-62,33,30,-63,-99,-210,-216,-182,-89,-15
-5,-67,-62,36,28,-65,-93,-207,-212,-178,-86,-11
-7,-73,-66,40,30,-70,-96,-207,-214,-174,-83,-19
-11,-78,-67,44,28,-73,-94,-203,-211,-167,-77,-20
-7,-80,-73,44,33,-77,-99,-211,-219,-174,-81,-27
-5,-84,-78,44,36,-81,-102,-213,-222,-174,-81,-33
0,-81,-81,40,41,-82,-101,-220,-226,-182,-89,-32
2,-83,-85,40,44,-85,-103,-225,-230,-188,-94,-35
-4,-86,-82,45,39,-85,-95,-219,-222,-184,-92,-25
-1,-84,-83,42,41,-84,-90,-218,-219,-185,-93,-21
0,-84,-84,42,42,-84,-84,-206,-208,-172,-81,-18
-1,-85,-84,42,41,-84,-77,-200,-200,-165,-76,-13
-3,-91,-88,47,42,-90,-78,-199,-201,-160,-72,-20
-9,-99,-89,54,40,-94,-74,-194,-197,-153,-66,-21
-9,-105,-95,57,43,-101,-78,-202,-205,-162,-71,-29
-9,-110,-100,59,45,-105,-78,-203,-207,-161,-70,-33
-4,-107,-102,55,49,-105,-74,-208,-209,-168,-77,-27
1,-106,-106,52,53,-106,-74,-211,-211,-170,-79,-29
1,-104,-104,51,52,-104,-65,-202,-200,-161,-72,-21
2,-103,-105,50,54,-104,-61,-201,-197,-161,-73,-18
-2,-108,-106,55,52,-107,-56,-190,-187,-151,-63,-15
-4,-109,-104,56,50,-107,-50,-183,-179,-145,-61,-11
-5,-112,-108,58,51,-110,-51,-179,-179,-139,-58,-19
-8,-116,-108,62,50,-112,-48,-171,-173,-131,-53,-20
-6,-118,-112,62,53,-115,-52,-176,-179,-136,-59,-27
-6,-120,-115,63,54,-118,-53,-174,-179,-135,-59,-32
-2,-117,-115,59,56,-116,-49,-177,-180,-143,-68,-30
-3,-118,-115,60,56,-117,-49,-179,-182,-145,-72,-34
-12,-118,-107,65,47,-113,-39,-170,-172,-137,-68,-25
-14,-118,-105,66,45,-112,-35,-169,-169,-138,-70,-24
-19,-122,-103,70,42,-113,-30,-157,-159,-126,-61,-24
-22,-123,-101,72,39,-112,-23,-151,-151,-121,-60,-21
-25,-128,-103,76,39,-116,-23,-147,-150,-116,-58,-28
-27,-129,-102,78,37,-116,-20,-139,-144,-108,-52,-28
-22,-128,-106,75,41,-117,-24,-145,-150,-113,-55,-36
-19,-128,-108,73,44,-118,-26,-145,-152,-112,-55,-44
-13,-122,-109,67,48,-116,-24,-153,-157,-121,-66,-45
-10,-120,-110,64,50,-115,-26,-158,-162,-126,-72,-51
-13,-117,-104,65,45,-111,-18,-152,-154,-122,-71,-44
-15,-117,-102,65,44,-110,-15,-154,-156,-128,-77,-44
-22,-123,-100,72,39,-112,-9,-147,-151,-121,-70,-45
-28,-126,-98,77,35,-112,-4,-144,-149,-120,-70,-45
-33,-134,-101,83,34,-118,-8,-142,-151,-118,-68,-57
-37,-136,-99,87,31,-118,-6,-139,-150,-115,-66,-61
-34,-135,-101,85,33,-118,-10,-149,-161,-125,-75,-72
-33,-135,-102,84,35,-119,-10,-152,-166,-128,-78,-80
-26,-129,-103,78,38,-117,-6,-160,-173,-140,-91,-82
-26,-131,-105,78,39,-118,-8,-167,-181,-147,-99,-89
-34,-134,-100,84,33,-117,-1,-165,-179,-147,-102,-84
-36,-135,-99,85,32,-117,0,-172,-185,-156,-112,-86
-41,-138,-98,89,28,-118,4,-170,-184,-154,-112,-86
-42,-138,-96,90,27,-118,8,-171,-185,-156,-117,-84
-41,-142,-101,92,29,-122,3,-173,-191,-157,-118,-95
-44,-144,-100,94,27,-122,4,-172,-192,-155,-118,-97
-42,-144,-102,93,30,-124,-1,-183,-205,-166,-128,-106
-40,-144,-104,92,32,-124,-3,-187,-211,-169,-131,-112
-34,-138,-104,86,35,-121,-1,-197,-218,-183,-142,-113
-30,-136,-107,83,38,-122,-6,-202,-225,-190,-148,-120
-32,-135,-103,83,35,-119,-2,-197,-218,-187,-148,-115
-35,-138,-102,86,33,-120,-5,-203,-223,-195,-156,-116
-49,-148,-100,98,25,-124,-3,-202,-222,-193,-155,-115
-52,-149,-97,101,22,-123,-1,-201,-220,-195,-156,-112
-50,-150,-99,100,24,-125,-5,-198,-220,-192,-153,-120
-51,-149,-99,100,24,-124,-6,-192,-216,-187,-149,-121
-45,-147,-103,96,29,-125,-15,-197,-223,-193,-156,-131
-45,-150,-105,97,30,-127,-20,-197,-225,-193,-156,-137
-43,-148,-105,95,31,-127,-24,-204,-230,-204,-166,-138
-41,-147,-106,94,32,-127,-29,-206,-232,-208,-170,-141
-44,-143,-99,93,28,-121,-24,-197,-220,-203,-167,-132
-43,-139,-96,91,26,-118,-24,-196,-217,-204,-169,-129
-50,-140,-90,95,20,-115,-20,-184,-207,-193,-160,-123
-51,-136,-85,93,17,-110,-17,-175,-197,-187,-155,-116
-50,-134,-84,92,17,-110,-22,-166,-191,-178,-146,-118
-52,-133,-81,92,14,-107,-22,-154,-180,-166,-137,-115
-48,-130,-83,89,17,-107,-30,-154,-183,-166,-138,-120
-46,-128,-83,87,18,-106,-34,-148,-179,-160,-134,-121
-39,-120,-82,79,21,-101,-36,-150,-179,-165,-140,-116
-34,-115,-81,74,23,-98,-41,-149,-177,-165,-140,-114
-35,-107,-73,71,19,-90,-36,-139,-163,-157,-135,-99
-30,-100,-70,65,20,-85,-36,-136,-158,-155,-133,-93
-30,-96,-65,63,17,-81,-31,-122,-144,-140,-119,-86
-29,-90,-62,59,16,-76,-27,-115,-135,-132,-113,-78
-28,-90,-63,59,17,-77,-31,-108,-129,-123,-105,-82
-28,-89,-61,58,16,-75,-31,-98,-120,-112,-95,-79
-22,-87,-64,55,21,-76,-39,-99,-124,-113,-95,-86
-22,-88,-65,55,21,-77,-42,-96,-122,-109,-91,-88
-20,-84,-65,52,22,-75,-44,-103,-125,-117,-99,-86
-19,-82,-63,51,22,-73,-47,-107,-127,-121,-102,-87
-23,-78,-54,50,15,-66,-41,-102,-119,-119,-101,-75
-16,-68,-52,42,18,-60,-40,-101,-117,-119,-101,-70
-10,-59,-49,34,20,-54,-36,-87,-104,-104,-87,-62
-5,-52,-47,28,21,-50,-32,-81,-98,-98,-82,-56
-4,-54,-50,29,23,-52,-36,-78,-96,-90,-74,-60
-6,-56,-50,31,21,-53,-36,-71,-91,-82,-67,-59
-4,-58,-55,31,25,-57,-46,-76,-100,-85,-70,-68
-6,-63,-57,34,26,-61,-51,-78,-103,-84,-69,-72
-3,-63,-60,33,28,-62,-54,-90,-112,-96,-79,-71
0,-61,-61,30,30,-61,-58,-97,-118,-101,-84,-74
2,-53,-55,26,28,-54,-53,-95,-111,-100,-86,-63
5,-49,-55,22,30,-52,-53,-98,-113,-103,-89,-60
2,-51,-53,25,27,-52,-48,-89,-105,-91,-77,-55
0,-49,-49,25,24,-50,-45,-87,-103,-89,-75,-48
-3,-51,-49,27,23,-50,-48,-86,-104,-86,-72,-51
-4,-50,-47,27,21,-49,-47,-81,-100,-79,-66,-48
3,-48,-52,23,27,-50,-55,-88,-106,-81,-68,-55
5,-48,-52,21,28,-50,-59,-89,-107,-79,-65,-57
9,-42,-51,16,30,-47,-63,-98,-114,-91,-74,-56
11,-42,-53,16,31,-48,-67,-103,-120,-97,-78,-60
6,-42,-48,18,27,-46,-62,-100,-115,-97,-79,-52
5,-44,-49,19,27,-46,-63,-105,-119,-103,-84,-52
-2,-49,-47,26,22,-48,-59,-99,-114,-97,-78,-49
-3,-49,-45,26,21,-47,-56,-98,-113,-97,-79,-44
-3,-51,-47,27,22,-49,-58,-96,-114,-92,-76,-47
-5,-50,-45,27,20,-48,-56,-91,-109,-86,-70,-45
-1,-49,-48,25,24,-49,-62,-98,-117,-91,-70,-53
-3,-53,-49,28,23,-51,-64,-100,-120,-92,-67,-59
-3,-54,-50,28,23,-52,-67,-111,-130,-105,-77,-62
-1,-52,-52,26,25,-52,-70,-117,-136,-112,-83,-66
2,-44,-46,21,24,-45,-62,-115,-129,-114,-86,-54
9,-36,-46,13,27,-41,-62,-118,-129,-118,-89,-52
13,-31,-43,9,28,-37,-58,-109,-120,-107,-77,-47
15,-28,-42,6,28,-35,-55,-107,-117,-105,-75,-43
13,-33,-46,10,29,-40,-58,-105,-116,-100,-69,-48
9,-35,-44,13,26,-40,-55,-101,-111,-96,-65,-46
11,-36,-47,13,29,-42,-61,-107,-116,-102,-70,-52
10,-39,-49,15,29,-45,-63,-106,-117,-99,-67,-56
14,-39,-53,13,33,-47,-67,-114,-125,-108,-74,-59
15,-41,-56,13,35,-49,-71,-118,-129,-111,-77,-62
12,-40,-51,14,31,-46,-64,-113,-122,-111,-80,-51
14,-37,-51,12,32,-44,-62,-116,-122,-115,-83,-47
11,-36,-47,12,29,-42,-53,-107,-113,-104,-72,-40
9,-34,-43,13,26,-39,-48,-103,-108,-101,-69,-36
4,-37,-42,17,23,-40,-49,-97,-104,-95,-61,-42
-1,-39,-38,20,18,-38,-46,-89,-97,-88,-56,-39
0,-39,-40,20,20,-40,-52,-92,-101,-91,-61,-46
2,-40,-42,19,21,-41,-54,-89,-99,-86,-58,-49
11,-35,-45,12,28,-40,-56,-96,-105,-92,-64,-51
14,-33,-48,10,31,-41,-58,-99,-108,-94,-67,-54
12,-30,-43,9,27,-37,-50,-95,-101,-96,-71,-42
15,-28,-43,7,28,-36,-50,-97,-101,-98,-73,-40
12,-29,-41,9,26,-35,-46,-86,-90,-86,-61,-34
8,-31,-39,12,23,-35,-44,-83,-86,-84,-61,-30
0,-41,-41,20,20,-41,-46,-78,-85,-77,-57,-33
-3,-43,-40,23,18,-41,-42,-71,-78,-71,-53,-30
4,-40,-44,18,24,-43,-47,-72,-81,-73,-56,-35
6,-40,-46,17,26,-43,-48,-68,-79,-67,-51,-38
12,-36,-48,12,30,-42,-49,-75,-85,-72,-55,-40
11,-37,-48,13,29,-43,-52,-78,-88,-75,-56,-44
3,-36,-40,17,21,-38,-45,-75,-81,-76,-59,-34
3,-34,-38,16,20,-36,-45,-77,-81,-80,-63,-33
0,-34,-34,17,17,-34,-40,-66,-71,-69,-56,-28
3,-30,-33,13,17,-31,-35,-60,-64,-65,-54,-21
7,-28,-35,11,21,-32,-33,-51,-58,-54,-45,-22
9,-25,-34,8,21,-30,-28,-41,-49,-45,-38,-19
15,-23,-39,4,27,-31,-33,-42,-53,-47,-37,-27
17,-25,-42,4,29,-34,-35,-39,-53,-44,-32,-31
23,-23,-47,0,35,-35,-39,-48,-61,-55,-40,-34
26,-25,-51,-1,38,-38,-43,-52,-64,-58,-43,-38
25,-23,-48,-1,36,-36,-37,-50,-57,-58,-45,-28
26,-22,-48,-2,37,-35,-36,-51,-58,-61,-49,-27
20,-23,-43,2,31,-33,-30,-40,-48,-50,-40,-21
19,-20,-40,1,29,-30,-25,-37,-42,-47,-39,-15
19,-21,-40,1,29,-30,-26,-30,-37,-38,-31,-15
16,-21,-37,3,26,-29,-23,-23,-30,-30,-25,-12
18,-23,-41,3,29,-32,-28,-25,-35,-30,-24,-21
14,-27,-41,7,27,-34,-29,-24,-35,-27,-21,-25
14,-28,-41,7,27,-35,-31,-34,-43,-37,-30,-28
19,-25,-43,3,30,-34,-35,-37,-47,-40,-33,-32
26,-13,-39,-6,32,-26,-30,-33,-40,-40,-33,-21
30,-9,-39,-10,34,-24,-29,-35,-42,-43,-35,-20
23,-12,-35,-5,29,-24,-22,-27,-33,-32,-26,-16
21,-12,-33,-4,27,-23,-19,-24,-30,-32,-25,-12
18,-17,-35,0,26,-26,-21,-18,-27,-26,-17,-16
12,-20,-32,5,21,-26,-18,-12,-21,-22,-12,-13
9,-25,-34,8,21,-29,-23,-17,-27,-26,-16,-21
6,-28,-34,11,20,-31,-24,-15,-27,-23,-14,-25
10,-26,-36,9,23,-32,-29,-22,-34,-31,-23,-29
11,-27,-38,8,24,-33,-31,-26,-39,-35,-28,-34
8,-24,-32,8,20,-28,-24,-26,-35,-39,-33,-24
10,-23,-33,6,22,-28,-24,-30,-37,-42,-37,-23
7,-25,-32,9,19,-28,-19,-20,-27,-31,-27,-17
8,-24,-31,8,19,-28,-17,-18,-25,-29,-26,-12
7,-27,-34,10,20,-30,-19,-12,-23,-22,-20,-14
4,-27,-31,12,17,-29,-16,-7,-17,-17,-17,-9
7,-27,-34,10,20,-30,-20,-13,-23,-21,-21,-14
8,-27,-35,9,22,-31,-20,-11,-21,-15,-16,-17
18,-22,-40,2,28,-31,-23,-18,-28,-21,-20,-22
18,-21,-40,2,29,-31,-27,-20,-32,-23,-21,-26
12,-19,-30,4,21,-25,-22,-20,-28,-28,-27,-17
12,-18,-30,4,20,-24,-22,-23,-31,-33,-32,-18
8,-20,-28,7,18,-24,-16,-13,-23,-23,-25,-15
9,-18,-27,5,18,-23,-12,-10,-20,-22,-25,-13
10,-19,-29,5,19,-24,-11,-3,-15,-13,-18,-17
10,-16,-26,3,18,-21,-7,4,-8,-7,-15,-13
16,-13,-29,-1,22,-21,-11,1,-11,-11,-18,-19
16,-16,-32,0,24,-24,-14,4,-11,-5,-12,-23
21,-18,-39,-1,29,-29,-19,-5,-21,-10,-16,-31
20,-22,-41,1,30,-32,-23,-11,-27,-14,-19,-36
14,-21,-35,4,24,-28,-18,-15,-26,-22,-29,-25
13,-21,-34,4,23,-27,-18,-19,-30,-29,-34,-25
8,-23,-30,8,19,-27,-13,-9,-22,-19,-24,-21
4,-23,-27,10,15,-25,-10,-7,-20,-20,-22,-18
-3,-29,-26,16,11,-28,-11,-3,-17,-14,-14,-21
-11,-32,-21,22,5,-27,-8,1,-12,-9,-8,-18
-13,-35,-22,25,4,-29,-13,-5,-17,-12,-8,-25
-16,-39,-22,28,3,-31,-16,-3,-17,-9,-4,-29
-11,-37,-26,24,7,-32,-22,-12,-26,-19,-13,-34
-5,-33,-28,19,11,-31,-25,-16,-30,-22,-15,-37
1,-23,-24,11,12,-24,-17,-16,-25,-26,-20,-26
9,-16,-26,4,17,-21,-17,-18,-26,-29,-22,-25
10,-14,-24,2,17,-19,-12,-7,-16,-17,-11,-20
9,-15,-23,3,16,-19,-10,-7,-15,-17,-11,-17
1,-24,-24,12,12,-24,-12,-3,-12,-12,-6,-19
-6,-26,-20,17,7,-23,-9,0,-7,-9,-5,-15
-7,-28,-20,18,6,-24,-15,-5,-13,-14,-11,-22
-8,-29,-21,19,6,-26,-16,-2,-11,-10,-7,-24
0,-27,-27,14,13,-27,-20,-8,-18,-16,-13,-29
4,-25,-29,11,16,-27,-23,-11,-21,-18,-14,-32
6,-19,-24,7,15,-22,-17,-12,-17,-22,-20,-22
7,-17,-24,5,15,-21,-18,-16,-20,-28,-24,-22
1,-19,-20,9,10,-20,-11,-9,-12,-19,-17,-16
0,-17,-17,9,8,-17,-8,-9,-11,-21,-19,-11
-2,-18,-17,10,7,-18,-8,-4,-8,-16,-15,-12
0,-15,-15,8,7,-16,-5,3,-3,-10,-10,-7
8,-13,-22,3,15,-18,-11,3,-7,-9,-7,-15
9,-14,-24,3,16,-19,-11,7,-6,-4,-2,-17
13,-13,-26,0,19,-20,-14,-2,-14,-15,-11,-21
21,-8,-29,-6,24,-18,-17,-4,-16,-17,-13,-25
32,6,-26,-19,28,-10,-13,-4,-10,-20,-16,-16
34,8,-26,-20,29,-9,-15,-10,-14,-25,-21,-18
22,0,-21,-11,21,-11,-9,-4,-7,-18,-15,-14
18,-1,-19,-8,18,-10,-7,-5,-6,-18,-18,-10
13,-4,-18,-4,15,-11,-6,2,-1,-8,-14,-11
9,-5,-14,-2,11,-9,-2,8,5,-2,-11,-6
10,-7,-17,-1,13,-12,-8,6,2,-3,-10,-13
7,-11,-18,3,12,-15,-9,9,3,1,-6,-15
9,-12,-22,2,15,-17,-15,1,-7,-8,-13,-20
11,-14,-25,2,17,-20,-19,-2,-11,-11,-16,-24
12,-10,-22,-1,17,-16,-15,-4,-8,-16,-22,-14
13,-10,-23,-1,18,-16,-16,-8,-12,-21,-27,-15
6,-12,-19,3,12,-16,-10,0,-4,-12,-21,-10
6,-12,-18,3,12,-15,-8,0,-3,-13,-23,-7
6,-15,-20,5,13,-18,-7,7,2,-4,-17,-9
2,-17,-19,8,10,-18,-3,11,7,0,-14,-6
-1,-23,-22,12,10,-22,-8,6,1,-2,-16,-15
-5,-29,-24,18,9,-27,-10,8,1,1,-12,-20
-2,-33,-30,18,13,-32,-16,-1,-9,-9,-19,-27
-2,-38,-35,20,16,-36,-21,-7,-15,-15,-22,-32
-3,-37,-34,20,15,-36,-18,-14,-18,-26,-31,-25
0,-37,-37,19,18,-37,-22,-19,-24,-32,-37,-27
-3,-38,-35,21,15,-36,-18,-9,-16,-24,-30,-24
-6,-40,-34,24,14,-37,-17,-9,-16,-26,-33,-22
-15,-50,-36,33,10,-43,-19,-5,-15,-20,-29,-26
-22,-57,-35,39,6,-46,-17,-3,-13,-18,-27,-24
-24,-64,-41,45,8,-53,-25,-9,-21,-22,-29,-34
-29,-72,-43,51,7,-58,-27,-10,-22,-20,-27,-37
-28,-77,-49,53,10,-63,-33,-23,-33,-31,-37,-42
-22,-74,-53,48,15,-63,-36,-28,-37,-34,-40,-45
-9,-60,-50,35,20,-55,-31,-31,-34,-39,-46,-35
-4,-58,-54,31,24,-56,-35,-36,-37,-43,-48,-37
-11,-64,-54,38,21,-59,-33,-28,-29,-33,-38,-35
-16,-70,-54,44,18,-62,-33,-31,-31,-38,-42,-34
-28,-81,-54,55,13,-68,-34,-30,-32,-37,-42,-37
-32,-85,-53,59,10,-69,-29,-28,-29,-37,-42,-34
